month,rows,catboost_wape,previous_month_wape,rolling_3_wape,catboost_mae
2026-04-01,3017,30.275476737766805,39.17243791304692,38.96919325729256,30.414260245649906
2026-05-01,3017,30.253636112357015,37.062500881983546,39.40721297903467,35.52972184007218
2026-06-01,3017,32.07620654018158,44.66834509800046,41.65005118474357,43.031554735474685
2026-07-01,3017,31.74629825121752,32.379198675902,32.35702393718695,39.54376573318627
2026-08-01,3017,51.01041973731275,65.4271899197057,46.5452400445957,46.051909363974424
