supplier,sku,product_name,forecast,free_stock,incoming,available,safety_stock,moq,net_requirement,recommended_order,shortage_without_order,projected_stock_after_order,coverage_ratio,risk,urgency,trend,seasonality_index,stockout_signal,outlier_signal,order_required,reason
IEK,010300018_, УЗО ВД1 63 (2ф) 50А 30мА IEK  (1/48),25.659431703566252,0.0,0.0,0.0,5.3452880340227376,1.0,31.00471973758899,32,25.659431703566252,6.340568296433748,0.0,HIGH,CRITICAL,STABLE,0.9237510955302368,False,False,True,Прогноз спроса: 26 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 5 шт. MOQ: 1 шт.
Systeme,030200029_,"S255 2кл.о/у. 6А IP20 ""ХИТ"" ВА 56-232-б (168) !!!",0.043711325409917824,0.0,0.0,0.0,0.0,25.0,0.043711325409917824,25,0.043711325409917824,24.95628867459008,0.0,HIGH,CRITICAL,STABLE,1.429889298892989,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 25 шт. Есть сигнал предыдущего stockout.
Systeme,030200032_,"S256 о/у.10А IP20  ""ХИТ"" РА 10-131-б (168) !!!",0.38746986251871446,0.0,0.0,0.0,0.0,25.0,0.38746986251871446,25,0.38746986251871446,24.612530137481286,0.0,HIGH,CRITICAL,STABLE,0.7833935018050542,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 25 шт.
IEK,200400001_, I1  выкл. 1кл. 10А КВАРТА ВС 10-1-0-КБ (200),11.07698708248467,0.0,0.0,0.0,5.538493541242335,10.0,16.615480623727006,20,11.07698708248467,8.92301291751533,0.0,HIGH,CRITICAL,STABLE,2.0010411244143675,False,False,True,Прогноз спроса: 11 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 6 шт. MOQ: 10 шт.
IEK,130600210_,Реле интерфейсное ORM-1 2C 24В DC с LED и тест. кнопкой ONI ORM-1-2C-DC24V-L-B NEW,0.0002646509946317689,0.0,0.0,0.0,0.00013232549731588444,20.0,0.00039697649194765335,20,0.0002646509946317689,19.99973534900537,0.0,HIGH,CRITICAL,DECLINING,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
IEK,ярп40255,Розетка 1-ая з/к о/у 16А IP54 AQUATIC РСш12-2-А IEK,8.262647830478958,0.0,0.0,0.0,4.131323915239479,10.0,12.393971745718437,20,8.262647830478958,11.737352169521042,0.0,HIGH,CRITICAL,DECLINING,0.5773358585858586,True,False,True,Прогноз спроса: 8 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 4 шт. MOQ: 10 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
IEK,081100713_,Лампа филаментная LED C35 свеча прозр. 7Вт 230В 3000К E27 серия 360° IEK,9.31702925589555,0.0,0.0,0.0,4.535168133597696,10.0,13.852197389493245,20,9.31702925589555,10.68297074410445,0.0,HIGH,CRITICAL,GROWING,0.25,False,False,True,Прогноз спроса: 9 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 5 шт. MOQ: 10 шт. Наблюдается рост спроса.
Systeme,030200248_,"S365 Переключ. 1 кл 10А с/у б/рамки ""GLOSSA"" белый GSL161 (20)",0.2695573403629389,0.0,0.0,0.0,0.13477867018146944,20.0,0.4043360105444083,20,0.2695573403629389,19.73044265963706,0.0,HIGH,CRITICAL,DECLINING,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
Systeme,030200244_,"S363 Выкл 2 кл с инд 10А с/у б/рамки ""GLOSSA"" белый GSL153 (20)",0.17889947030335354,0.0,0.0,0.0,0.08944973515167677,20.0,0.2683492054550303,20,0.17889947030335354,19.821100529696647,0.0,HIGH,CRITICAL,STABLE,1.722222222222222,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт. Есть сигнал предыдущего stockout.
Systeme,030200246_,"S361 Выкл 1 кл с инд 10А с/у б/рамки "" белый GSL113 (20)",0.07511250138435861,0.0,0.0,0.0,0.0,20.0,0.07511250138435861,20,0.07511250138435861,19.924887498615643,0.0,HIGH,CRITICAL,STABLE,3.647058823529412,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт. Есть сигнал предыдущего stockout.
Systeme,030200038_,"S251 с/у.з/к 16А  IP20  ""ХИТ"" РС 16-134-б (81) !!!",0.12399640719278533,0.0,0.0,0.0,0.061998203596392666,20.0,0.185994610789178,20,0.12399640719278533,19.876003592807216,0.0,HIGH,CRITICAL,STABLE,0.4512372634643377,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт. Есть сигнал предыдущего stockout.
Systeme,030200031_,"S249 2кл. с/у. 6А IP20 ""ХИТ"" ВС 56-234-б (96)  !!!",0.36555059129194983,0.0,0.0,0.0,0.0,20.0,0.36555059129194983,20,0.36555059129194983,19.63444940870805,0.0,HIGH,CRITICAL,STABLE,0.9567901234567902,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт.
Systeme,030200030_,"S248 с/у. 6А IP20 ""ХИТ"" ВС 16-133-б (96) !!!",0.36622779907763875,0.0,0.0,0.0,0.0,20.0,0.36622779907763875,20,0.36622779907763875,19.633772200922362,0.0,HIGH,CRITICAL,STABLE,0.9779179810725552,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт.
Systeme,030200036_,"S250 с/у 10А IP20  ""ХИТ"" РС 10-132-б / 10-135-б (114)  !!!",0.3890705218354769,0.0,0.0,0.0,0.0,20.0,0.3890705218354769,20,0.3890705218354769,19.610929478164522,0.0,HIGH,CRITICAL,STABLE,1.1091234347048302,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт.
Systeme,030200097_,"ВЫКЛЮЧАТЕЛЬ ""ХИТ""СУ 1КЛ. ИБЕЛ. VS16-135-B Shn.Elec. !!!",0.4965160499146255,0.0,0.0,0.0,0.24825802495731275,20.0,0.7447740748719383,20,0.4965160499146255,19.503483950085375,0.0,HIGH,CRITICAL,STABLE,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 20 шт. Есть сигнал предыдущего stockout.
IEK,280300017_,Пластина соединительная  h 50 IEK (2),10.685580836035019,0.0,0.0,0.0,5.342790418017509,,16.02837125405253,17,10.685580836035019,6.314419163964981,0.0,HIGH,CRITICAL,DECLINING,1.2510891997248337,True,False,True,Прогноз спроса: 11 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 5 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
Systeme,030200034_,"S257 о/у. з/к 16А IP20  ""ХИТ""  РА 16-133-б (132) !!!",0.07455197356177054,0.0,0.0,0.0,0.0,17.0,0.07455197356177054,17,0.07455197356177054,16.92544802643823,0.0,HIGH,CRITICAL,STABLE,1.0546459706570277,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 17 шт. Есть сигнал предыдущего stockout.
IEK,280200051_,Поворот 90° КМП 100х60 Белый ЭЛЕКОР IEK (2),11.456741772657693,0.0,0.0,0.0,1.26678727495977,4.0,12.723529047617463,16,11.456741772657693,4.5432582273423066,0.0,HIGH,CRITICAL,STABLE,1.2151321786690974,False,True,True,Прогноз спроса: 11 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. MOQ: 4 шт. В истории обнаружена аномальная продажа.
IEK,270300151_,Кабель-канал перфорированный  80х60 ИМПАКТ IEK (16),3.2498555395135442,0.0,0.0,0.0,1.6249277697567721,16.0,4.874783309270317,16,3.2498555395135442,12.750144460486457,0.0,HIGH,CRITICAL,DECLINING,1.140159045725646,True,False,True,Прогноз спроса: 3 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 2 шт. MOQ: 16 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
Systeme,030200257_,"S370 Роз. с з/к 16А с/у з/ш ""GLOSSA"" белый GSL144 (15)",0.10236548330154975,0.0,0.0,0.0,0.051182741650774875,15.0,0.15354822495232462,15,0.10236548330154975,14.89763451669845,0.0,HIGH,CRITICAL,STABLE,3.429597701149425,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 15 шт. Есть сигнал предыдущего stockout.
Systeme,030200259_,"S367 Роз. 2-ная с/у 16А ""GLOSSA"" белый GSL120 (15)",0.1441187826565568,0.0,0.0,0.0,0.0720593913282784,15.0,0.21617817398483521,15,0.1441187826565568,14.855881217343443,0.0,HIGH,CRITICAL,STABLE,1.480891719745223,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 15 шт. Есть сигнал предыдущего stockout.
IEK,030200440_,"Выкл 1-кл. прох. 10А б/рамки ""BRITE"" шампань (1/100)",6.7841775560071245,0.0,0.0,0.0,3.3920887780035622,1.0,10.176266334010688,11,6.7841775560071245,4.2158224439928755,0.0,HIGH,CRITICAL,DECLINING,1.4803370786516854,False,False,True,Прогноз спроса: 7 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 3 шт. MOQ: 1 шт. Наблюдается снижение спроса.
IEK,200400015_,I10 розетка TV КВАРТА РТВ 10-КБ (200),0.026787818297939293,0.0,0.0,0.0,0.013393909148969646,10.0,0.04018172744690894,10,0.026787818297939293,9.973212181702062,0.0,HIGH,CRITICAL,STABLE,0.6458333333333334,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт.
IEK,ярп40256,Розетка 2-ая з/к о/у 16А IP54 AQUATIC РСш22-2-А IEK ,6.697905948969708,0.0,0.0,0.0,1.7098732896523665,5.0,8.407779238622075,10,6.697905948969708,3.3020940510302923,0.0,HIGH,CRITICAL,STABLE,1.106666666666667,True,False,True,Прогноз спроса: 7 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 2 шт. MOQ: 5 шт. Есть сигнал предыдущего stockout.
IEK,150101155_,"Патрон подвесной E27 со шнуром 1,5м RETRO черный IEK",0.00011633454503499685,0.0,0.0,0.0,0.0,10.0,0.00011633454503499685,10,0.00011633454503499685,9.999883665454965,0.0,HIGH,CRITICAL,STABLE,0.3875,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт. Есть сигнал предыдущего stockout.
Systeme,030200262_,"S375 Роз. RG11+RJ45 5Е кат 5Е механизм б/рамки ""GLOSSA"" белый GSL185 (10)",5.8127311636765283e-05,0.0,0.0,0.0,0.0,10.0,5.8127311636765283e-05,10,5.8127311636765283e-05,9.999941872688364,0.0,HIGH,CRITICAL,STABLE,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт. Есть сигнал предыдущего stockout.
Systeme,030200265_,"S376 ТV роз. проход.с/у б/рамки ""GLOSSA"" белый GSL192 (10)",0.4221394327306202,0.0,0.0,0.0,0.0,10.0,0.4221394327306202,10,0.4221394327306202,9.57786056726938,0.0,HIGH,CRITICAL,STABLE,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт. Есть сигнал предыдущего stockout.
Systeme,030200260_,"S368 Роз. 2-ная с/у 16А с з/к з/ш ""GLOSSA"" белый GSL126 (10)",0.019200567338950897,0.0,0.0,0.0,0.0,10.0,0.019200567338950897,10,0.019200567338950897,9.98079943266105,0.0,HIGH,CRITICAL,STABLE,0.577639751552795,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт. Есть сигнал предыдущего stockout.
Systeme,300200544_,"K025 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN513 (10)",1.126033470359064,0.0,0.0,0.0,0.14641550464346587,10.0,1.2724489750025298,10,1.126033470359064,8.873966529640937,0.0,HIGH,CRITICAL,STABLE,2.254545454545455,False,True,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт. В истории обнаружена аномальная продажа.
Systeme,300200546_,"K027 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN553 (10)",0.7871872911641579,0.0,0.0,0.0,0.39359364558207893,10.0,1.1807809367462367,10,0.7871872911641579,9.212812708835843,0.0,HIGH,CRITICAL,STABLE,0.25,False,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт.
Systeme,030200039_,"S253 2-я с/у.з/к 16А IP20 ""ХИТ"" РС 16-236-б  (68) !!!",0.09751462984454555,0.0,0.0,0.0,0.0,10.0,0.09751462984454555,10,0.09751462984454555,9.902485370155455,0.0,HIGH,CRITICAL,STABLE,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 10 шт. Есть сигнал предыдущего stockout.
IEK,130301669_,Клемма вводная силовая КВС 6-50 кв.мм. 3-рядная серая IEK,0.005464904663236966,0.0,0.0,0.0,0.002732452331618483,8.0,0.00819735699485545,8,0.005464904663236966,7.994535095336763,0.0,HIGH,CRITICAL,STABLE,0.25,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 8 шт. Есть сигнал предыдущего stockout.
IEK,270400035_,Рубильник  трехпозиционный ВРТ-63 2P 63А IEK,0.35322869136172386,0.0,0.0,0.0,0.17661434568086193,6.0,0.5298430370425857,6,0.35322869136172386,5.646771308638276,0.0,HIGH,CRITICAL,DECLINING,0.25,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 6 шт. Наблюдается снижение спроса.
Systeme,300200316_,"S417 Роз  2-ная  с/у без з/к 16А 250В ""BLANCA""  белый BLNRS000021 (36)",3.3504703943775933,0.0,0.0,0.0,0.7479416198250091,6.0,4.098412014202602,6,3.3504703943775933,2.6495296056224067,0.0,HIGH,CRITICAL,GROWING,1.0215462610899873,False,False,True,Прогноз спроса: 3 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. MOQ: 6 шт. Наблюдается рост спроса.
Systeme,300200747_,"К116 Роз,Выкл.2-кл з/к з/ш о/у IP54 16А Atlas Profi 54 БЕЛЫЙ ATN540174 (6)",0.15490787399613307,0.0,0.0,0.0,0.07745393699806653,6.0,0.2323618109941996,6,0.15490787399613307,5.845092126003867,0.0,HIGH,CRITICAL,STABLE,0.484375,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 6 шт.
IEK,251400044_,ЩРН-П 54 черн. прозр. дверь IP41 TEKFOR IEK,3.708504499900162,0.0,0.0,0.0,1.1851863425920275,1.0,4.893690842492189,5,3.708504499900162,1.2914955000998378,0.0,HIGH,CRITICAL,DECLINING,0.25,False,False,True,Прогноз спроса: 4 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. MOQ: 1 шт. Наблюдается снижение спроса.
Systeme,ATN000108,"S415 Адаптер 45 ""ATLAS"" белый ATN108  (15)",0.14794742694350332,0.0,0.0,0.0,0.0,5.0,0.14794742694350332,5,0.14794742694350332,4.852052573056497,0.0,HIGH,CRITICAL,STABLE,0.25,False,True,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 5 шт. В истории обнаружена аномальная продажа.
Systeme,300200732_,К104 Роз. с з/к 16А с/у з/ш ATLAS ПЕСОЧНЫЙ ATN1244 (5),2.613314290744496,0.0,0.0,0.0,1.306657145372248,5.0,3.919971436116744,5,2.613314290744496,2.386685709255504,0.0,HIGH,CRITICAL,STABLE,4.0,False,False,True,Прогноз спроса: 3 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. MOQ: 5 шт.
IEK,270400047_,Рубильник  трехпозиционный ВРТ-63 3P 63А IEK,0.15172381003888707,0.0,0.0,0.0,0.07586190501944354,4.0,0.2275857150583306,4,0.15172381003888707,3.848276189961113,0.0,HIGH,CRITICAL,DECLINING,1.603448275862069,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 4 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
IEK,251400061_,ЩРН-П 18  бел. дв. IP41 UNION Compact IEK,1.9118929043990738e-05,0.0,0.0,0.0,9.559464521995369e-06,4.0,2.8678393565986108e-05,4,1.9118929043990738e-05,3.999980881070956,0.0,HIGH,CRITICAL,STABLE,2.583333333333333,True,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 4 шт. Есть сигнал предыдущего stockout.
IEK,280300048_,Пластина соединительная h 100 IEK (2),1.6452571478876645,0.0,0.0,0.0,0.8226285739438323,,2.4678857218314967,3,1.6452571478876645,1.3547428521123355,0.0,HIGH,CRITICAL,DECLINING,1.3857245854361933,True,False,True,Прогноз спроса: 2 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
IEK,270300099_,"  Трансформатор тока ТТИ-А  100/5А  5ВА  класс 0,5  IEK",1.4814335547614108,0.0,0.0,0.0,0.5269408568963563,1.0,2.0083744116577673,3,1.4814335547614108,1.5185664452385892,0.0,HIGH,CRITICAL,DECLINING,0.3345323741007194,False,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. MOQ: 1 шт. Наблюдается снижение спроса.
IEK,130300764_,"Датчик движения МВ 301 белый,1200 Вт, 360гр. дальность 8 м IP20 IEK (50) ",1.0310660624478114,0.0,0.0,0.0,0.0,1.0,1.0310660624478114,2,1.0310660624478114,0.9689339375521886,0.0,HIGH,CRITICAL,STABLE,1.465091299677766,True,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 1 шт. Есть сигнал предыдущего stockout.
IEK,030200565_,"Роз. 1-мест. с/з 16А б/рамки ""BRITE"" маренго (1/100)",1.4635418519242283,0.0,0.0,0.0,0.4949747468305492,,1.9585165987547775,2,1.4635418519242283,0.5364581480757717,0.0,HIGH,CRITICAL,STABLE,0.25,False,True,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. В истории обнаружена аномальная продажа.
IEK,290100142_,У05К (5мест/3метра) чер. IEK,0.7271134118058158,0.0,0.0,0.0,0.3635567059029079,1.0,1.0906701177087237,2,0.7271134118058158,1.2728865881941842,0.0,HIGH,CRITICAL,STABLE,0.7209302325581395,False,True,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 1 шт. В истории обнаружена аномальная продажа.
IEK,280300040_,Поворот 90º вертикальный внешний  50х200 IEK,1.1291772148414827,0.0,0.0,0.0,0.5645886074207414,1.0,1.693765822262224,2,1.1291772148414827,0.8708227851585173,0.0,HIGH,CRITICAL,STABLE,2.2142857142857144,False,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. MOQ: 1 шт.
IEK,251400136_,ЩМП 1400х800х300 IP66  TITAN 5 IEK,0.6815538612069589,0.0,0.0,0.0,0.34077693060347947,1.0,1.0223307918104383,2,0.6815538612069589,1.318446138793041,0.0,HIGH,CRITICAL,GROWING,0.25,False,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 1 шт. Наблюдается рост спроса.
IEK,130400154_,Изолятор ступенчатый ИС4-40 (М8) силовой с болтом IEK,0.13782108056399964,0.0,0.0,0.0,0.06891054028199982,2.0,0.20673162084599944,2,0.13782108056399964,1.8621789194360003,0.0,HIGH,CRITICAL,GROWING,0.25,False,False,True,Прогноз спроса: 0 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 2 шт. Наблюдается рост спроса.
IEK,280200046_,Заглушка КМЗ 16х16 Белый ЭЛЕКОР IEK (4) ,0.74352439822887,0.0,0.0,0.0,0.28577380332472374,1.0,1.0292982015535936,2,0.74352439822887,1.25647560177113,0.0,HIGH,CRITICAL,DECLINING,1.0125628140703518,True,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 1 шт. Есть сигнал предыдущего stockout. Наблюдается снижение спроса.
IEK,030200424_,"Роз. комп. RJ45 кат.5E б/рамки ""BRITE"" жемчуг (1/100)",0.7116860656488259,0.0,0.0,0.0,0.35584303282441293,1.0,1.0675290984732388,2,0.7116860656488259,1.2883139343511743,0.0,HIGH,CRITICAL,STABLE,1.9187620889748551,True,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. MOQ: 1 шт. Есть сигнал предыдущего stockout.
IEK,280300237_,I33 Роз 2-я з/к о/у серый IP54 ФОРС IEK РСб22-3-ФСр (5/60),0.8841096736823995,0.0,0.0,0.0,0.14288690166875015,,1.0269965753511496,2,0.8841096736823995,1.1158903263176005,0.0,HIGH,CRITICAL,STABLE,1.3855903935957306,True,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 0 шт. Есть сигнал предыдущего stockout.
IEK,280300232_,I30 Выкл 1кл о/у серый IP54 ФОРС IEK ВС20-1-0-ФСр (10/100),1.2978569222543594,0.0,0.0,0.0,0.6489284611271797,,1.9467853833815392,2,1.2978569222543594,0.7021430777456406,0.0,HIGH,CRITICAL,DECLINING,0.25,False,False,True,Прогноз спроса: 1 шт. Свободный остаток: 0 шт. В пути: 0 шт. Страховой запас: 1 шт. Наблюдается снижение спроса.
