test_month,train_until,train_rows,test_rows,catboost_v2_wape,previous_wape,rolling3_wape,catboost_v2_mae,stockout_rows,stockout_wape,outlier_rows,outlier_wape
2026-04-01,2026-03-01,72408,3017,26.44509857789743,30.864892148544282,33.20796042582164,24.225314358686415,591,102.3327066044987,153,49.24859089902276
2026-05-01,2026-04-01,75425,3017,28.70762225448182,29.627830924265336,32.11631643595642,30.173024099129304,584,61.0692763353315,149,35.20253615393526
2026-06-01,2026-05-01,78442,3017,32.92370223011737,32.91677255305837,31.057630433458016,36.715384350888144,605,45.80839211899051,160,58.788980380151635
2026-07-01,2026-06-01,81459,3017,26.79816183944061,23.483867538561256,24.215006961474923,30.080159455902027,596,123.42110072822675,223,27.119471413928416
2026-08-01,2026-07-01,84476,3017,38.612725631577604,50.942575956624424,39.79151320935247,33.707616839546304,604,67.06151839346258,188,25.47674205224605
